估计零点与真实零点的虚部比较 (前1000个),,,,,虚部误差较大的零点的编号 (前76个),,,各个零点的计算耗时 (前1000个),,,,前N个零点的计算总耗时,,,,
零点序号,估算零点虚部,真实零点虚部,虚部误差,,零点序号,虚部误差,,零点序号,估值计算耗时(秒),Python库计算耗时(秒),,测试对象,估计总耗时(秒),Python库总耗时(秒),(估计)平均每个零点耗时(秒),(库)平均每个零点耗时(秒)
855,1249.159902,1249.159888,0.00001415,,,,,855,3.88E-05,3.23E-01,,,,,,
856,1250.672399,1250.672397,0.00000131,,,,,856,3.79E-05,3.04E-01,,,,,,
857,1251.659843,1251.659832,0.00001122,,,,,857,4.09E-05,2.70E-01,,,,,,
858,1253.673586,1253.673578,0.00000773,,,,,858,3.86E-05,4.10E-01,,,,,,
859,1254.431334,1254.431328,0.00000528,,,,,859,5.90E-05,2.68E-01,,,,,,
860,1267.118214,1255.408231,11.70998338,,,,,860,4.13E-05,2.88E-01,,,,,,
861,1256.181228,1256.181214,0.00001364,,,,,861,4.03E-05,3.24E-01,,,,,,
862,1257.541224,1257.541219,0.00000438,,,,,862,3.83E-05,3.26E-01,,,,,,
863,1258.779243,1258.779233,0.00000915,,,,,863,3.81E-05,3.89E-01,,,,,,
864,1260.344555,1260.344548,0.00000634,,,,,864,3.74E-05,3.23E-01,,,,,,
865,1261.611726,1261.611717,0.00000835,,,,,865,3.74E-05,3.22E-01,,,,,,
866,1262.556615,1262.556614,0.00000114,,,,,866,5.23E-05,4.42E-01,,,,,,
867,1263.676743,1263.676733,0.00001058,,,,,867,3.92E-05,3.35E-01,,,,,,
868,1264.957225,1264.957223,0.00000164,,,,,868,4.21E-05,3.49E-01,,,,,,
869,1266.179052,1266.179038,0.00001386,,,,,869,3.90E-05,3.71E-01,,,,,,
870,1262.974721,1267.200346,4.22562494,,,,,870,4.18E-05,2.69E-01,,,,,,
871,1267.570602,1267.570572,0.00003048,,,,,871,3.92E-05,4.68E-01,,,,,,
872,1270.118934,1270.118922,0.00001195,,,,,872,3.91E-05,3.27E-01,,,,,,
873,1271.134298,1271.1343,0.00000117,,,,,873,3.87E-05,2.78E-01,,,,,,
874,1272.083969,1272.08396,0.00000983,,,,,874,5.40E-05,4.00E-01,,,,,,
875,1273.261148,1273.261145,0.00000377,,,,,875,3.90E-05,3.31E-01,,,,,,
876,1259.31824,1274.196221,14.87798094,,,,,876,4.04E-05,3.50E-01,,,,,,
877,1275.092038,1275.09203,0.0000078,,,,,877,4.19E-05,3.12E-01,,,,,,
878,1276.842171,1276.842172,0.00000031,,,,,878,3.88E-05,3.63E-01,,,,,,
879,1277.763097,1277.763092,0.00000452,,,,,879,3.80E-05,3.28E-01,,,,,,
880,1279.332851,1279.332843,0.00000805,,,,,880,5.91E-05,2.96E-01,,,,,,
881,1280.155797,1280.155794,0.00000269,,,,,881,4.07E-05,3.56E-01,,,,,,
882,1281.828741,1281.828727,0.00001363,,,,,882,5.36E-05,3.97E-01,,,,,,
883,1283.427398,1283.000491,0.42690613,,,,,883,4.17E-05,4.17E-01,,,,,,
884,1283.335053,1283.335032,0.00002114,,,,,884,5.88E-05,3.71E-01,,,,,,
885,1285.784312,1284.854795,0.92951679,,,,,885,3.95E-05,2.87E-01,,,,,,
886,1285.695033,1285.695023,0.00000981,,,,,886,3.81E-05,2.54E-01,,,,,,
887,1287.410035,1287.410027,0.0000081,,,,,887,4.52E-05,3.15E-01,,,,,,
888,1289.165363,1289.165352,0.00001187,,,,,888,3.97E-05,3.04E-01,,,,,,
889,1290.443328,1290.104772,0.33855654,,,,,889,5.29E-05,3.96E-01,,,,,,
890,1290.417729,1290.417708,0.00002044,,,,,890,5.06E-05,3.36E-01,,,,,,
891,1291.945877,1291.945871,0.00000594,,,,,891,4.13E-05,3.40E-01,,,,,,
892,1293.493142,1293.493982,0.00084005,,,,,892,3.98E-05,3.29E-01,,,,,,
893,1294.118474,1294.118474,0.00000037,,,,,893,4.91E-05,3.05E-01,,,,,,
894,1295.365373,1295.365364,0.00000908,,,,,894,4.01E-05,3.66E-01,,,,,,
895,1296.801117,1296.801111,0.00000626,,,,,895,3.89E-05,3.14E-01,,,,,,
896,1298.256536,1298.256527,0.00000846,,,,,896,8.03E-05,2.81E-01,,,,,,
897,1299.405174,1299.405171,0.00000313,,,,,897,4.06E-05,3.10E-01,,,,,,
898,1300.490027,1300.490019,0.00000788,,,,,898,5.45E-05,3.15E-01,,,,,,
899,1300.368888,1301.495517,1.1266283,,,,,899,4.22E-05,4.11E-01,,,,,,
900,1303.273209,1302.346742,0.9264666,,,,,900,4.86E-05,3.94E-01,,,,,,
901,1303.273209,1303.2732,0.00000868,,,,,901,4.39E-05,3.67E-01,,,,,,
902,1305.401685,1305.401672,0.00001283,,,,,902,4.83E-05,3.62E-01,,,,,,
903,1306.508387,1306.508393,0.00000594,,,,,903,4.16E-05,3.15E-01,,,,,,
904,1307.267257,1307.267242,0.00001488,,,,,904,5.05E-05,3.51E-01,,,,,,
905,1308.988082,1308.988197,0.00011408,,,,,905,3.91E-05,3.65E-01,,,,,,
906,1309.421547,1309.421532,0.00001409,,,,,906,4.09E-05,3.52E-01,,,,,,
907,1311.056566,1311.056571,0.0000043,,,,,907,4.61E-05,3.95E-01,,,,,,
908,1311.966949,1311.966941,0.00000835,,,,,908,4.03E-05,3.27E-01,,,,,,
909,1313.031596,1313.031599,0.00000383,,,,,909,4.38E-05,3.10E-01,,,,,,
910,1314.052576,1314.052566,0.00001061,,,,,910,3.92E-05,3.96E-01,,,,,,
911,1316.212125,1316.212113,0.00001193,,,,,911,3.82E-05,3.88E-01,,,,,,
912,1317.072983,1317.072986,0.00000294,,,,,912,3.81E-05,3.80E-01,,,,,,
913,1318.171292,1318.171279,0.00001334,,,,,913,5.31E-05,3.50E-01,,,,,,
914,1318.947429,1318.947881,0.0004518,,,,,914,6.89E-05,3.75E-01,,,,,,
915,1319.931095,1319.931083,0.00001197,,,,,915,3.80E-05,2.94E-01,,,,,,
916,1322.327662,1321.628139,0.6995238,,,,,916,4.14E-05,3.76E-01,,,,,,
917,1322.258076,1322.258067,0.00000854,,,,,917,5.03E-05,3.53E-01,,,,,,
918,1324.224989,1324.224979,0.00001018,,,,,918,5.38E-05,3.03E-01,,,,,,
919,1325.237623,1325.237624,0.00000141,,,,,919,4.14E-05,3.81E-01,,,,,,
920,1325.981979,1325.98197,0.00000924,,,,,920,4.39E-05,3.47E-01,,,,,,
921,1327.635289,1327.635281,0.00000793,,,,,921,4.51E-05,3.47E-01,,,,,,
922,1329.283711,1329.043518,0.24019322,,,,,922,4.25E-05,3.52E-01,,,,,,
923,1329.211355,1329.205019,0.00633584,,,,,923,3.90E-05,3.39E-01,,,,,,
924,1330.429963,1330.429937,0.00002548,,,,,924,3.94E-05,3.45E-01,,,,,,
925,1331.8276,1331.827591,0.00000872,,,,,925,3.87E-05,3.95E-01,,,,,,
926,1333.673532,1333.673523,0.00000898,,,,,926,3.77E-05,3.48E-01,,,,,,
927,1334.747331,1334.747329,0.00000192,,,,,927,3.87E-05,3.24E-01,,,,,,
928,1335.694982,1335.694975,0.00000723,,,,,928,3.95E-05,3.21E-01,,,,,,
929,1336.690188,1336.690185,0.0000032,,,,,929,3.86E-05,2.99E-01,,,,,,
930,1337.688798,1337.688792,0.00000597,,,,,930,4.10E-05,4.01E-01,,,,,,
931,1338.923171,1338.923165,0.00000687,,,,,931,3.88E-05,3.52E-01,,,,,,
932,1340.426331,1340.4264,0.00006974,,,,,932,3.90E-05,3.42E-01,,,,,,
933,1341.166276,1341.166272,0.00000372,,,,,933,3.89E-05,3.41E-01,,,,,,
934,1342.608516,1342.608508,0.00000856,,,,,934,3.92E-05,3.79E-01,,,,,,
935,1344.15605,1344.156044,0.0000063,,,,,935,4.04E-05,3.98E-01,,,,,,
936,1345.477112,1345.477106,0.00000616,,,,,936,3.85E-05,3.39E-01,,,,,,
937,1345.731413,1345.731413,0.00000004,,,,,937,3.94E-05,3.76E-01,,,,,,
938,1348.021771,1347.519472,0.50229915,,,,,938,4.92E-05,1.85E-01,,,,,,
939,1349.085207,1348.017238,1.06796881,,,,,939,3.92E-05,1.83E-01,,,,,,
940,1349.085207,1349.085194,0.00001288,,,,,940,3.92E-05,1.49E-01,,,,,,
941,1351.296216,1351.296206,0.00000959,,,,,941,4.52E-05,2.05E-01,,,,,,
942,1352.210467,1352.210465,0.00000203,,,,,942,5.30E-05,1.65E-01,,,,,,
943,1357.235804,1353.483338,3.75246538,,,,,943,4.64E-05,1.79E-01,,,,,,
944,1353.886787,1353.886782,0.00000531,,,,,944,3.96E-05,1.69E-01,,,,,,
945,1355.680601,1355.680595,0.00000531,,,,,945,3.90E-05,1.47E-01,,,,,,
946,1356.60566,1356.605656,0.00000433,,,,,946,4.01E-05,1.63E-01,,,,,,
947,1358.460187,1357.771743,0.68844431,,,,,947,3.86E-05,1.63E-01,,,,,,
948,1358.460169,1358.46016,0.00000846,,,,,948,7.04E-05,2.14E-01,,,,,,
949,1360.393153,1360.393145,0.00000833,,,,,949,3.80E-05,2.02E-01,,,,,,
950,1361.393079,1361.393075,0.00000384,,,,,950,3.79E-05,3.45E-01,,,,,,
951,1363.02234,1363.022329,0.00001149,,,,,951,3.86E-05,3.85E-01,,,,,,
952,1363.879186,1363.879191,0.00000448,,,,,952,4.89E-05,3.04E-01,,,,,,
953,1364.575614,1364.576585,0.00097073,,,,,953,5.16E-05,3.62E-01,,,,,,
954,1365.493739,1365.493734,0.00000522,,,,,954,3.93E-05,3.83E-01,,,,,,
955,1367.104099,1367.104091,0.00000796,,,,,955,4.88E-05,3.40E-01,,,,,,
956,1368.330198,1368.330193,0.00000492,,,,,956,4.80E-05,3.40E-01,,,,,,
957,1369.686957,1369.686949,0.00000782,,,,,957,4.06E-05,4.19E-01,,,,,,
958,1370.973525,1370.973523,0.00000272,,,,,958,4.24E-05,3.86E-01,,,,,,
959,1371.68656,1371.686554,0.00000595,,,,,959,4.03E-05,3.46E-01,,,,,,
960,1373.202922,1373.202915,0.00000778,,,,,960,4.95E-05,3.97E-01,,,,,,
961,1374.1548,1374.154799,0.00000131,,,,,961,3.95E-05,3.37E-01,,,,,,
962,1331.725739,1375.302392,43.57665295,,,,,962,4.47E-05,3.09E-01,,,,,,
963,1376.162284,1376.16178,0.00050428,,,,,963,4.03E-05,3.64E-01,,,,,,
964,1377.177645,1377.177634,0.00001151,,,,,964,5.48E-05,4.21E-01,,,,,,
965,1379.68328,1379.683283,0.00000305,,,,,965,3.96E-05,4.37E-01,,,,,,
966,1381.090669,1380.148578,0.94209045,,,,,966,3.84E-05,2.95E-01,,,,,,
967,1381.073992,1381.073977,0.00001468,,,,,967,4.69E-05,3.03E-01,,,,,,
968,1382.345663,1382.345663,0.00000035,,,,,968,4.00E-05,3.67E-01,,,,,,
969,1383.2976,1383.297591,0.00000863,,,,,969,4.55E-05,3.26E-01,,,,,,
970,1384.444419,1384.444416,0.00000315,,,,,970,3.88E-05,4.02E-01,,,,,,
971,1385.663785,1385.663777,0.00000845,,,,,971,3.77E-05,4.19E-01,,,,,,
972,1387.32661,1387.326648,0.00003758,,,,,972,4.91E-05,3.30E-01,,,,,,
973,1387.921459,1387.921454,0.00000496,,,,,973,5.01E-05,3.19E-01,,,,,,
974,1389.56584,1389.565832,0.00000822,,,,,974,4.04E-05,3.78E-01,,,,,,
975,1390.705493,1390.70549,0.00000305,,,,,975,3.91E-05,3.53E-01,,,,,,
976,1391.853206,1391.8532,0.00000521,,,,,976,7.05E-05,3.17E-01,,,,,,
977,1393.43365,1392.644028,0.78962255,,,,,977,5.17E-05,3.09E-01,,,,,,
978,1393.420744,1393.433402,0.01265736,,,,,978,4.99E-05,3.49E-01,,,,,,
979,1394.884192,1394.884185,0.00000716,,,,,979,4.73E-05,2.86E-01,,,,,,
980,1396.544171,1396.544163,0.00000818,,,,,980,4.59E-05,3.20E-01,,,,,,
981,1397.834627,1397.834623,0.00000328,,,,,981,4.46E-05,3.92E-01,,,,,,
982,1398.837683,1398.837675,0.000008,,,,,982,3.98E-05,3.86E-01,,,,,,
983,1400.427126,1399.839473,0.58765273,,,,,983,5.25E-05,3.39E-01,,,,,,
984,1400.426957,1400.426946,0.00001039,,,,,984,4.99E-05,3.56E-01,,,,,,
985,1402.564322,1402.564347,0.00002545,,,,,985,3.88E-05,3.48E-01,,,,,,
986,1402.973737,1402.973748,0.00001029,,,,,986,8.86E-05,3.05E-01,,,,,,
987,1404.006303,1404.006292,0.00001059,,,,,987,4.53E-05,2.81E-01,,,,,,
988,1405.666981,1405.666975,0.00000598,,,,,988,3.95E-05,3.29E-01,,,,,,
989,1407.085151,1407.085143,0.00000834,,,,,989,4.86E-05,2.84E-01,,,,,,
990,1408.136308,1408.136308,0.00000053,,,,,990,3.85E-05,2.74E-01,,,,,,
991,1409.32069,1409.320681,0.00000879,,,,,991,4.00E-05,2.47E-01,,,,,,
992,1410.024805,1410.024811,0.00000533,,,,,992,4.01E-05,3.33E-01,,,,,,
993,1411.965654,1411.257057,0.70859681,,,,,993,5.36E-05,2.88E-01,,,,,,
994,1411.96565,1411.965653,0.00000322,,,,,994,4.49E-05,4.34E-01,,,,,,
995,1413.843162,1413.843149,0.00001282,,,,,995,4.05E-05,3.32E-01,,,,,,
996,1415.585743,1415.585785,0.00004186,,,,,996,4.86E-05,3.67E-01,,,,,,
997,1415.781614,1415.781581,0.00003241,,,,,997,5.50E-05,3.31E-01,,,,,,
998,1417.102824,1417.102823,0.00000115,,,,,998,4.93E-05,3.44E-01,,,,,,
999,1418.696978,1418.696964,0.00001367,,,,,999,4.01E-05,3.08E-01,,,,,,
1000,1419.422471,1419.422481,0.00000994,,,,,1000,4.21E-05,3.09E-01,,,,,,
